ind,id,PHASE,TOK,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF,TAUTH,DATE,SHOT,TIME,Q95,ZEFF,TAV,LCOULOMB,QCYL5,TAUBOHM,RHOSTAR,BETASTAR,NUSTAR,OMEGACYCL
13406,KEJFZF,HGELM,ASDEX,0.37939999999999996,2.079,3.4939999999999998,2.5749999999999997,1.649,0.9936,0.2378411158277744,1.5,0.04243,19860324,20233,1.099,3.046,0.0,1488.60771917383,15.761675962911685,2.540201743930797,0.05880798000000001,0.00834518898799432,0.8539400448440597,0.07897795771666496,1.3860000000000001
13407,JY0X93,HGELM,ASDEX,0.37839999999999996,2.079,3.636,2.883,1.657,0.9924,0.23705491852745925,1.5,0.04177,19860324,20233,1.128,3.051,0.0,1565.36054297656,15.792032390511622,2.537784533955693,0.05789322000000001,0.00854455293196583,0.934463773718945,0.07513107557090301,1.3860000000000001
13412,NFEIMQ,HSELM,ASDEX,0.381,2.205,3.739,2.0309999999999997,1.65,1.002,0.23587878787878788,1.5,0.04688,19860324,20235,1.07,3.12,0.0,1220.2082263333,15.528970725817842,2.6605585944926626,0.06891359999999999,0.007178664727480759,0.6658944839681615,0.13150320953130384,1.47
13413,MYQZ5Y,HGELM,ASDEX,0.37939999999999996,2.204,3.778,2.514,1.647,0.9991,0.2368548876745598,1.5,0.0412,19860324,20235,1.082,3.166,0.0,1313.35847783392,15.597348497789127,2.6816063281463083,0.06053653333333334,0.007433823098562929,0.7248618553271784,0.11518447103076926,1.4693333333333334
13414,PHJJ0X,HGELM,ASDEX,0.37929999999999997,2.205,3.7199999999999998,2.931,1.64,0.9983,0.23798780487804877,1.5,0.03577,19860324,20235,1.094,3.193,0.0,1354.76696287374,15.63612592459084,2.6961127465279584,0.0525819,0.007542811860127565,0.7355692084184334,0.10621244815749896,1.47
13419,8Y5EG1,HGELM,ASDEX,0.35119999999999996,2.205,3.808,2.136,1.675,0.9972,0.2333731343283582,1.5,0.04224,19860324,20236,1.062,3.375,0.0,1113.45314159624,15.428272368589859,2.8563573057204334,0.0620928,0.006827627671546319,0.6188492776140935,0.17697180276443167,1.47
13420,QRL2R5,HGELM,ASDEX,0.35,2.205,3.8449999999999998,2.8529999999999998,1.669,0.9937,0.23505092869982022,1.5,0.03408,19860324,20236,1.073,3.444,0.0,1188.28843102388,15.488485479362286,2.886667222038877,0.0500976,0.00702816832224159,0.6668593069092134,0.15691134017886563,1.47
13421,P4VBBF,HGELM,ASDEX,0.349,2.204,3.689,2.9379999999999997,1.661,0.993,0.23642384105960265,1.5,0.03236,19860324,20236,1.084,3.491,0.0,1214.99649147664,15.531421782119033,2.9111930364153538,0.04754762666666667,0.007102694611576063,0.6547774133636141,0.14366673650151682,1.4693333333333334
13426,OE7IKC,HGELM,ASDEX,0.3508,2.175,3.711,1.821,1.674,1.002,0.2323178016726404,1.5,0.04461,19860324,20237,1.055,3.27,0.0,1034.54779086742,15.36767202547724,2.808245630561226,0.06468449999999999,0.006706349703394242,0.5759120701247465,0.19685543316026832,1.45
13427,PEAVCL,HGELM,ASDEX,0.3505,2.173,3.901,2.149,1.671,0.9956,0.23447037701974863,1.5,0.04508,19860324,20237,1.07,3.367,0.0,1166.07882078676,15.462388521995354,2.8343638975464214,0.06530589333333334,0.0070737208515051385,0.6836244647644422,0.16284689187592113,1.4486666666666668
13428,VYFP7L,HGELM,ASDEX,0.34859999999999997,2.173,3.823,2.939,1.662,0.9924,0.23640192539109509,1.5,0.03371,19860324,20237,1.084,3.449,0.0,1220.40446550613,15.51802290785929,2.873601396945755,0.04883455333333333,0.007216361162438416,0.7011675757406144,0.14564541393881128,1.4486666666666668
13433,N36ZVA,HGELM,ASDEX,0.351,2.141,3.883,2.046,1.676,0.996,0.23353221957040576,1.5,0.04411,19860324,20238,1.059,3.288,0.0,1089.90448652179,15.39714434229409,2.777430907841784,0.06295967333333334,0.006948080686560346,0.6551725412483266,0.18268817234667298,1.4273333333333333
13434,AQJE6R,HGELM,ASDEX,0.3495,2.14,3.846,2.84,1.666,0.9895,0.23655462184873952,1.5,0.03714,19860324,20238,1.087,3.417,0.0,1284.94350240367,15.566556229107782,2.825256241442206,0.0529864,0.007496006072812632,0.765771073402968,0.13054255693053277,1.4266666666666667
13435,TY8DXU,HGELM,ASDEX,0.34809999999999997,2.141,3.646,2.8369999999999997,1.662,0.9855,0.23802647412755717,1.5,0.03792,19860324,20238,1.114,3.498,0.0,1380.7694852383,15.665183905951153,2.8541983480112254,0.05412448,0.007737412695481198,0.779359263160862,0.10768860412729961,1.4273333333333333
13441,YL6UON,HGELM,ASDEX,0.3499,2.204,3.878,1.849,1.668,0.9968,0.23447242206235014,1.5,0.05026,19860324,20239,1.071,3.406,0.0,1129.98783928782,15.433905394875424,2.878296665186023,0.07384869333333334,0.006877737564916311,0.6401644977233498,0.17442660088985573,1.4693333333333334
13442,0GUU3D,HGELM,ASDEX,0.3492,2.202,3.8169999999999997,2.534,1.664,0.9935,0.23593750000000002,1.5,0.0391,19860324,20239,1.088,3.473,0.0,1221.59742460599,15.519785282136198,2.9016446844249684,0.0573988,0.007130246858457524,0.6824154179772787,0.14717580375119987,1.468
13447,ZOEPRB,HSELM,ASDEX,0.35059999999999997,2.204,3.671,1.097,1.67,1.01,0.23119760479041918,1.5,0.06884,19860324,20240,1.059,3.244,0.0,981.644936440967,15.320600642191248,2.8325643911022937,0.10114890666666666,0.006493426741141248,0.5264399341484389,0.2185522359176527,1.4693333333333334
13448,IG1OWH,HGELM,ASDEX,0.3499,2.204,3.799,1.528,1.666,1.003,0.2334933973589436,1.5,0.05737,19860324,20240,1.077,3.345,0.0,1095.20100618179,15.412927278920119,2.866708403385702,0.08429565333333333,0.006807597140327511,0.6078174141206311,0.18184276943264308,1.4693333333333334
13449,C9EJD6,HGELM,ASDEX,0.34859999999999997,2.204,3.81,2.174,1.663,0.9992,0.23463619963920623,1.5,0.0433,19860324,20240,1.094,3.405,0.0,1171.19884512015,15.478571585901179,2.8916658412859166,0.06362213333333333,0.007018181316301841,0.651876945698826,0.16007558114540962,1.4693333333333334
13454,U5HJH3,HSELM,ASDEX,0.3508,2.204,3.6959999999999997,1.296,1.668,1.006,0.23237410071942446,1.5,0.06362,19860324,20241,1.071,3.289,0.0,1061.55305090321,15.395465703633441,2.845734027825041,0.09347898666666667,0.0067264143182288755,0.5731702971231465,0.18829241679965605,1.4693333333333334
13455,HZW5AV,HGELM,ASDEX,0.3494,2.204,3.718,1.867,1.663,1.0,0.2343355381840048,1.5,0.04863,19860324,20241,1.093,3.379,0.0,1159.09095076609,15.480401392423001,2.881422816165139,0.07145368,0.006990767898014691,0.6295596881178516,0.15925066318474057,1.4693333333333334
13456,4BWG5N,HGELM,ASDEX,0.34809999999999997,2.204,3.5309999999999997,2.178,1.656,0.9998,0.2355072463768116,1.5,0.04148,19860324,20241,1.114,3.421,0.0,1218.46959354119,15.556163383602097,2.9068431061236746,0.060947946666666676,0.007162081726137158,0.6285248085822516,0.1371289043119328,1.4693333333333334
13462,3MKTCI,HSELM,ASDEX,0.3188,1.946,3.755,2.127,1.686,0.9728,0.2438908659549229,1.5,0.04836,19860324,20243,1.189,3.805,0.0,1184.00754721977,15.496719070485977,2.977889469492768,0.06273904,0.007583844420802737,0.833128385281378,0.15226366281310963,1.2973333333333332
13463,KPES33,HGELM,ASDEX,0.3175,1.946,4.0649999999999995,2.836,1.68,0.9678,0.24589285714285716,1.5,0.04108,19860324,20243,1.209,3.929,0.0,1238.79294961722,15.502288908612059,3.012374121683988,0.053294453333333325,0.0077216382792030915,0.9436409828970418,0.14998261396204465,1.2973333333333332
13468,060CPC,HGELM,ASDEX,0.3196,1.714,3.234,2.7849999999999997,1.674,0.9939,0.2406810035842294,1.5,0.02689,19860324,20247,1.257,3.09,0.0,1028.64895553215,15.430744669294345,2.5840702467241496,0.030726306666666668,0.00819093786326828,0.8035608344792539,0.15204503487500112,1.1426666666666667
13469,RUCXNL,HGELM,ASDEX,0.3177,1.713,3.4699999999999998,2.774,1.673,0.9905,0.24148236700537956,1.5,0.02927,19860324,20247,1.273,3.144,0.0,1037.50270151954,15.404097582325704,2.605715735017854,0.033426340000000006,0.008208503952905693,0.8706371135613646,0.16053316786833227,1.1420000000000001
13470,J7XMQQ,HGELM,ASDEX,0.318,1.713,3.671,2.816,1.67,0.9922,0.24149700598802396,1.5,0.03057,19860324,20247,1.297,3.128,0.0,1043.23323787044,15.381451023192405,2.6033136675752675,0.03491094,0.008245428771409807,0.9261562572826783,0.1672541398193251,1.1420000000000001
13475,Z8Y0D8,HGELMH,ASDEX,0.3419,2.629,2.908,1.266,1.685,1.01,0.22629080118694359,2.0,0.04317,19900220,31138,1.263,3.821,0.0,910.60034582228,15.361974346168424,3.352559515686596,0.056746965,0.006130332124022968,0.2718781036972066,0.24879665636733328,1.3145
13482,9JDZI2,HGELMH,ASDEX,0.3206,2.628,2.9539999999999997,1.5539999999999998,1.685,1.006,0.22729970326409496,2.0,0.03324,19900220,31140,1.27,4.137,0.0,843.395678322792,15.277459148460746,3.5901959249013253,0.04367736,0.005875827543895229,0.25599078477922727,0.31167452288448905,1.314
13484,MZQCGR,HGELM,ASDEX,0.3185,2.629,3.858,2.207,1.68,0.9889,0.23202380952380952,2.0,0.03913,19900220,31140,1.325,4.456,2.398,1063.3722480869,15.375729069475657,3.692469923605235,0.051436384999999994,0.006480189856183921,0.42121086412701336,0.25623437280416206,1.3145
13503,E3J1FG,HGELMH,ASDEX,0.4219,2.436,3.017,1.7089999999999999,1.688,1.022,0.22345971563981043,2.0,0.04672,19900220,31148,1.286,2.77,0.0,1293.19130263442,15.69433986360902,2.4857093133624146,0.05690496,0.007970029143401986,0.4665698903811488,0.09896905065099054,1.218
13505,38TI66,HGELM,ASDEX,0.4198,2.436,4.268,2.104,1.69,1.009,0.22609467455621302,2.0,0.06112,19900220,31148,1.35,2.891,2.559,1451.63521842685,15.63647629345282,2.5290686109563527,0.07444416,0.008335888873241791,0.7409015958928195,0.11080077491937379,1.218
13510,2X4F7I,HGELMH,ASDEX,0.3847,2.189,3.044,1.355,1.685,1.02,0.22415430267062314,2.0,0.04514,19900220,31151,1.248,2.745,0.0,982.689079725605,15.415309576115277,2.457785555370563,0.04940573,0.007721342346406338,0.44299869425214244,0.16686704857157608,1.0945
13512,0XG8OU,HGELM,ASDEX,0.37879999999999997,2.189,4.348,2.158,1.685,0.9978,0.22943620178041543,2.0,0.05906,19900220,31151,1.338,3.01,2.117,1398.53811394954,15.58992780442033,2.557199420397792,0.06464117,0.008999264820613953,0.9005451883201422,0.11957469567708533,1.0945
13517,7122NS,HGELMH,ASDEX,0.3442,1.942,2.964,1.3399999999999999,1.683,1.016,0.2255496137849079,2.0,0.03717,19900220,31152,1.24,2.765,0.0,817.774694863078,15.244920034123528,2.454320027937848,0.036092070000000004,0.007899850897072767,0.45608585898197157,0.22928247572025168,0.971
13526,SHMQO6,HGELM,ASDEX,0.4216,2.006,3.65,1.763,1.678,1.016,0.22592371871275327,2.0,0.05932,19900220,31153,1.323,2.334,2.861,1402.32619477977,15.68012714395893,2.0709782782385555,0.05949795999999999,0.01002806868913991,0.902637235160658,0.08288038919490107,1.003
13566,5JW2Y0,HGELMH,ASDEX,0.282,1.751,2.617,0.8896,1.677,1.017,0.2293381037567084,1.5,0.04187,19900518,31779,1.243,3.135,0.0,676.522278968855,15.117554091319953,2.7855354735611972,0.048876246666666665,0.00681167231153704,0.4097761944773555,0.32354236059409147,1.1673333333333333
13582,2Q6KOQ,HGELM,ASDEX,0.2783,1.623,3.5309999999999997,1.5759999999999998,1.669,0.9878,0.23756740563211504,2.0,0.04488,19900605,32027,1.31,3.3,2.067,927.201832532071,15.282983733294923,2.7133068484770058,0.03642012,0.009636135962176119,0.8819991172404312,0.21603043651816675,0.8115
13610,A7SCMA,HGELM,ASDEX,0.2799,1.498,3.283,2.3729999999999998,1.664,0.9888,0.23515625,2.0,0.02475,19900605,32032,1.269,2.95,0.0,851.62175937437,15.234366687930187,2.4345379845899977,0.018537750000000002,0.01013862834660301,0.884152535316177,0.2155855007491649,0.749
13638,51QISG,HGELM,ASDEX,0.2776,2.492,4.389,2.29,1.676,0.9653,0.24164677804295945,2.0,0.04191,19900605,32038,1.38,5.571,0.0,988.487102681132,15.238227913138324,4.2392803416955624,0.05221986,0.006343952642677862,0.4957625344252566,0.36027600769745627,1.246
13643,3S8V2G,HGELMH,ASDEX,0.42329999999999995,2.614,2.763,1.3399999999999999,1.673,1.022,0.2280932456664674,2.0,0.04609,19900605,32040,1.253,3.065,0.0,1076.0487794066,15.554495574073908,2.74815173119697,0.060239629999999995,0.006696987992353302,0.3087698372490189,0.1378553359849197,1.307
13644,WHNJEP,HGELM,ASDEX,0.4204,2.613,3.3609999999999998,1.591,1.675,1.004,0.23223880597014926,2.0,0.07254,19900605,32040,1.32,3.273,0.0,1618.58934982867,15.864794026131701,2.818853084006711,0.09477350999999999,0.008060404152777811,0.5654048932220006,0.07556093679296146,1.3065
13645,AT3KBA,HGELM,ASDEX,0.41869999999999996,2.613,3.8,2.0749999999999997,1.684,0.998,0.23218527315914492,2.0,0.06885,19900605,32040,1.384,3.326,0.0,1754.04792990506,15.883783988579594,2.828147716335085,0.08995252499999999,0.008347992515398391,0.692754610511673,0.07349021183534428,1.3065
13652,F1WSTG,HGELM,ASDEX,0.4183,2.618,3.7039999999999997,1.9629999999999999,1.68,0.9981,0.23273809523809524,2.0,0.06957,19900605,32045,1.403,3.344,0.0,1725.46158578244,15.880146244568959,2.8436149342197625,0.09106713000000001,0.008263874969777232,0.6617137815329506,0.073973541729698,1.309
13657,3VS69T,HGELMH,ASDEX,0.42369999999999997,2.494,2.867,1.255,1.673,1.026,0.2273759713090257,2.0,0.04958,19900605,32046,1.249,2.893,0.0,1048.82504841704,15.510395744973103,2.611678428776637,0.06182626,0.006951716583241593,0.3430607531284369,0.14335932070010904,1.247
13659,63VZLU,HGELM,ASDEX,0.41819999999999996,2.492,4.003,2.1069999999999998,1.683,0.9986,0.23244206773618536,2.0,0.06975,19900605,32046,1.369,3.18,1.747,1711.21718398084,15.833041183106463,2.705395202622266,0.08690850000000001,0.008641381368598636,0.7827585825571001,0.07738647673777738,1.246
13664,LE8WTO,HGELMH,ASDEX,0.424,2.363,2.772,1.393,1.671,1.025,0.22782764811490125,2.0,0.04466,19900605,32047,1.253,2.75,0.0,1083.67721540453,15.559933848555279,2.477829268503715,0.05276579,0.007452137553775116,0.38176746681125756,0.12306142730827513,1.1815
13665,VB3W4J,HGELM,ASDEX,0.4211,2.366,3.8449999999999998,1.631,1.677,1.003,0.23225998807394158,2.0,0.08374,19900605,32047,1.345,2.964,0.0,1669.77707753341,15.828661631844309,2.5483119033948896,0.09906442,0.009029933147156758,0.813876576564502,0.0733382036822853,1.183
13666,G5AZE4,HGELM,ASDEX,0.4183,2.363,4.2669999999999995,2.116,1.685,0.9994,0.2318694362017804,2.0,0.07253,19900605,32047,1.39,2.996,1.983,1678.46142482458,15.781780355448912,2.557422589295275,0.085694195,0.009037036561802256,0.9102061286351023,0.08118498668061341,1.1815
13671,VH87MZ,HGELMH,ASDEX,0.4246,2.18,2.811,1.421,1.672,1.026,0.22757177033492823,2.0,0.04312,19900605,32048,1.253,2.529,0.0,1052.62118957478,15.523871580784192,2.2808522203376658,0.0470008,0.007965304620079302,0.44182792157245393,0.12174613461000515,1.09
13673,KGN0FS,HGELM,ASDEX,0.4193,2.181,4.024,2.195,1.677,1.001,0.232737030411449,2.0,0.06572,19900605,32048,1.38,2.766,0.0,1681.26484728951,15.81276648134337,2.364077413187006,0.07166766000000001,0.009809375045202504,1.0092899871390792,0.06994759063056058,1.0905
13679,XK4P76,HGELM,ASDEX,0.4208,2.803,3.318,1.664,1.674,1.004,0.23237753882915174,2.0,0.07224,19900605,32050,1.38,3.511,0.0,1709.12379051685,15.925658042412042,3.0208517188454267,0.10124435999999999,0.007721319981946074,0.5121968425166753,0.07186261909358435,1.4015
13680,E6CP3L,HGELM,ASDEX,0.41819999999999996,2.803,3.858,2.199,1.675,0.9999,0.23307462686567165,2.0,0.064,19900605,32050,1.459,3.576,1.396,1713.41910963377,15.852774698604122,3.0486446184666196,0.089696,0.007703292457817755,0.5970529180773309,0.08319593114142702,1.4015
13692,JXUNY6,HGELM,ASDEX,0.4211,2.179,2.984,1.321,1.683,1.019,0.22768865121806298,2.0,0.06223,19900605,32053,1.31,2.578,0.0,1311.75427725344,15.714091345443151,2.300367589687971,0.067799585,0.00883325979715515,0.5850190907886673,0.08545452525477168,1.0895
13699,7E8OSW,HGELMH,ASDEX,0.4235,2.178,2.874,1.4489999999999998,1.682,1.022,0.22711058263971465,2.0,0.04996,19900605,32054,1.27,2.543,0.0,1204.82145850653,15.647837297233362,2.2798547588963194,0.05440643999999999,0.008496060543605941,0.5179965868746993,0.09659518636222722,1.089
13706,8R4ROA,HGELMH,ASDEX,0.46259999999999996,2.803,2.8009999999999997,1.087,1.677,1.024,0.22707215265354802,2.0,0.0739,19900605,32055,1.288,2.979,0.0,1380.31535315343,15.796682044013497,2.6831704184122054,0.10357084999999999,0.00708837380166663,0.3492033675597594,0.08498465674737728,1.4015
13713,DU0GCY,HGELMH,ASDEX,0.46149999999999997,2.493,3.007,1.559,1.677,1.021,0.22796660703637445,2.0,0.06207,19900605,32056,1.32,2.687,0.0,1541.93720357321,15.871926400608018,2.402877219651173,0.077370255,0.008390430743370623,0.5294058664396236,0.0653988567705165,1.2465
13720,CZV8BJ,HGELMH,ASDEX,0.46459999999999996,2.363,2.87,1.387,1.677,1.031,0.22564102564102564,2.0,0.04858,19900605,32057,1.254,2.458,0.0,1136.58153600421,15.590227392237328,2.239693296766648,0.05739727,0.007678262206578063,0.4145608072183359,0.1068096127607102,1.1815
13721,K1JKUB,HGELM,ASDEX,0.4614,2.366,3.238,1.462,1.679,1.017,0.22858844550327573,2.0,0.07838,19900605,32057,1.333,2.574,1.778,1686.90141954701,15.924773741179806,2.289425296608077,0.09272354000000001,0.009210911956701104,0.6924210445328751,0.05608531219721812,1.183
13727,2X3EZS,HGELM,ASDEX,0.38289999999999996,2.366,2.8729999999999998,1.389,1.684,1.016,0.22832541567695963,2.0,0.04765,19900605,32058,1.265,3.107,0.0,1092.53884675221,15.550184117336304,2.755271115736415,0.05636995,0.007399201413979285,0.3979020938677064,0.14007321571882148,1.183
13734,SG61NL,HGELMH,ASDEX,0.3815,2.425,2.635,1.377,1.685,1.014,0.22860534124629078,2.0,0.04701,19900605,32060,1.341,3.213,0.0,1162.1550779736,15.655192818648466,2.838663276567791,0.056999625,0.007432099419932881,0.36953400515947016,0.11761907756185191,1.2125
13741,H5JL9Y,HGELMH,ASDEX,0.3812,2.396,3.048,1.386,1.686,1.009,0.22965599051008304,2.0,0.05755,19900605,32061,1.3,3.229,0.0,1231.13489399965,15.640051905426393,2.818905376516265,0.06894489999999999,0.007702082175481274,0.4638527835967938,0.11952147504274338,1.198
13748,HZ8AZX,HGELMH,ASDEX,0.38339999999999996,2.272,2.893,1.3099999999999998,1.683,1.021,0.2273915626856803,2.0,0.04429,19900605,32065,1.249,2.94,0.0,956.254544646275,15.413480148033091,2.631036149612932,0.05031344,0.007242649303897696,0.38031064621692934,0.17524038581228787,1.136
13755,9ZX1H2,HGELMH,ASDEX,0.3832,2.427,2.8289999999999997,1.359,1.684,1.018,0.2276128266033254,2.0,0.04294,19900605,32068,1.249,3.155,0.0,981.698714868781,15.450925830779752,2.814517346278763,0.05210769,0.006858955821411513,0.33458372234450734,0.1742065985669281,1.2135
13832,A30LUK,HGELMH,ASDEX,0.2807,1.75,2.737,1.021,1.681,1.014,0.2270672218917311,2.0,0.04259,19900619,32298,1.274,3.106,0.0,767.352395503656,15.221117950703853,2.737649110135155,0.03726625,0.00844529273504998,0.4866612244897959,0.264806195108774,0.875
13839,Z5K5YT,HSELM,ASDEX,0.28059999999999996,1.751,2.6759999999999997,0.9324,1.681,1.016,0.2265318262938727,2.0,0.04364,19900619,32299,1.265,3.085,0.0,736.606135923305,15.191494786234152,2.7336907391354446,0.038206819999999996,0.008289189538810244,0.45622842518889645,0.2810100688210388,0.8755
13846,YI0RKL,HSELM,ASDEX,0.2809,1.747,2.698,0.9568,1.682,1.015,0.22645659928656364,2.0,0.04195,19900619,32300,1.256,3.076,0.0,720.134886340678,15.16478618104017,2.7240901206542594,0.036643325000000004,0.008212597480576494,0.45175521748877023,0.29519105872067,0.8735
13853,4CZTTV,HGELMH,ASDEX,0.4614,2.8,2.955,1.549,1.676,1.028,0.22386634844868736,2.0,0.05384,19900619,32305,1.393,2.891,0.0,1395.16751080559,15.780623464377378,2.620296864368196,0.075376,0.007240520809188851,0.3731650554958826,0.0874083444250104,1.4
13860,VKZN04,HGELMH,ASDEX,0.46109999999999995,2.801,2.918,1.646,1.676,1.028,0.22380668257756564,2.0,0.04942,19900619,32306,1.394,2.893,0.0,1378.52764097721,15.77492508003062,2.6223612558180287,0.06921271,0.0071965617508791685,0.36383773530647445,0.08848329098476308,1.4005
13867,O3LWW9,HGELMH,ASDEX,0.46109999999999995,2.801,2.693,1.462,1.676,1.029,0.2236276849642005,2.0,0.0544,19900619,32307,1.368,2.884,0.0,1462.04637299515,15.873867475096262,2.618900154292518,0.0761872,0.007417291937382787,0.3561266502735958,0.07304392198795526,1.4005
13914,1U56AO,HGELM,AUG,1.002,-2.09,9.923,4.553,1.649,1.634261042,0.30036385688295936,2.0,0.09272,19950518,6483,4.0,3.329,0.0,771.49841542562,14.582509993776696,2.536574195813162,0.09689239999999999,0.005464247912621888,1.2437086326230902,0.5436064319894149,1.045
13915,0CV1NI,HGELM,AUG,0.9974,-2.499,4.502,2.5749999999999997,1.657,1.614267681,0.29945684972842485,2.0,0.1275,19960221,7439,3.0,3.859,0.0,1326.78664442325,15.51985739310334,3.0057713344373713,0.15931125000000002,0.005982118606563915,0.6787459650957992,0.1061575229374136,1.2495
13916,IXGTY5,HGELM,AUG,0.9967999999999999,-2.499,4.773,2.605,1.658,1.615186009,0.29921592279855247,2.0,0.1252,19960221,7440,3.0,3.856,0.0,1242.86786603788,15.4252922877142,3.0057666051457694,0.1564374,0.0057910122893886605,0.6740887403863811,0.1277086515642202,1.2495
13917,BD6PS1,HGELM,AUG,0.9966999999999999,-2.499,5.165,2.657,1.659,1.618839982,0.29849306811332127,2.0,0.1275,19960221,7441,3.0,3.857,0.0,1195.25924220987,15.346768851969056,3.0018508728169384,0.15931125000000002,0.0056893369172609926,0.7015087870959631,0.14910075869945888,1.2495
13918,NCC033,HGELM,AUG,0.9984999999999999,-2.497,6.596,4.553999999999999,1.647,1.621680664,0.2996357012750455,2.0,0.103,19960221,7444,2.4,3.931,0.0,1311.00172305052,15.316918119045983,2.998939962973536,0.12859549999999997,0.005983749742656063,0.9841924202725034,0.15577552328202404,1.2485
13919,GXNSLJ,HGELM,AUG,0.9979,-2.497,6.9479999999999995,4.736,1.651,1.630770968,0.29806178073894607,2.0,0.0962,19960221,7444,3.0,3.93,0.0,1207.26490643275,15.208488771245609,2.9934729915695057,0.12010569999999998,0.005758466846179025,0.9546814691763158,0.19376992455895695,1.2485
13920,3Y0LBF,HGELM,AUG,0.9975999999999999,-2.497,5.923,4.593,1.648,1.624090517,0.29890776699029126,2.0,0.1011,19960221,7446,2.4,3.935,0.0,1446.65280418102,15.469189240699034,2.9949895887818925,0.12622334999999998,0.006297188543653647,0.9752189964711838,0.11636169931541382,1.2485
13921,VKX42Z,HGELM,AUG,0.9974,-2.497,6.019,4.683,1.651,1.634149626,0.29763779527559053,2.0,0.09884,19960221,7446,3.0,3.939,0.0,1416.09297907898,15.439799392335853,2.992560273745395,0.12340174,0.006245535485108711,0.9700904281845181,0.12408605883834763,1.2485
13922,F7SQSM,HGELM,AUG,0.997,-2.497,5.968999999999999,4.5649999999999995,1.651,1.632214523,0.2976983646274985,2.0,0.1014,19960221,7468,3.0,3.936,0.0,1429.06629028505,15.453089884872782,2.993760899722295,0.12659789999999999,0.006272802484687152,0.9708453623698756,0.12094678926127302,1.2485
13923,VJIVEZ,HGELM,AUG,0.9974999999999999,-2.497,6.333,4.526,1.646,1.622109943,0.2996354799513974,2.0,0.1055,19960221,7469,2.4,3.941,0.0,1390.9033601773,15.396424709001924,3.0013497592120837,0.13171675,0.006167147815379238,1.0025419424930058,0.13359023501484932,1.2485
13924,XH362R,HGELM,AUG,0.997,-2.496,5.99,4.593,1.65,1.633319217,0.29763636363636364,2.0,0.1022,19960221,7469,3.0,3.941,0.0,1444.75915262378,15.462255227535241,2.9895459935848128,0.1275456,0.006314816019170901,0.9857489111903346,0.11861827991696335,1.248
13925,KYQGB6,HGELM,AUG,0.9979,-2.497,5.979,4.593,1.651,1.633602202,0.2974560872198667,2.0,0.1012,19960221,7470,2.8,3.93,0.0,1433.95481371622,15.455667868384936,2.986236554265553,0.1263482,0.006288640184870776,0.9757984550676205,0.12018909330532734,1.2485
13926,X70KCJ,HGELM,AUG,0.9982,-2.497,6.265,4.483,1.647,1.625076608,0.2990892531876138,2.0,0.106,19960221,7471,2.4,3.937,0.0,1400.1049775721,15.408416225927617,2.995006713049493,0.132341,0.0061950503418705975,0.9983384123358023,0.1306865028982425,1.2485
13927,5CE0C2,HGELM,AUG,0.9972,-2.497,5.8309999999999995,4.569,1.651,1.635658833,0.29715324046032704,2.0,0.1018,19960221,7471,3.0,3.937,0.0,1471.49687987067,15.494044214507326,2.988332787979029,0.1270973,0.006376921582830702,0.9765590150481877,0.11183484512847577,1.2485
13928,WXIZEZ,HGELM,AUG,0.9976999999999999,-2.499,6.717,4.599,1.648,1.628876046,0.298118932038835,2.0,0.1049,19960223,7555,2.498,3.938,0.0,1328.24208288619,15.320893814940302,2.9898311570053955,0.13107255,0.006045094406339091,1.0138022791458356,0.15538431827953558,1.2495
13929,Y6RFL3,HGELM,AUG,0.7964,-2.017,6.047,2.0989999999999998,1.649,1.631557071,0.30382049727107335,2.0,0.1349,19960223,7557,2.409,4.135,0.0,831.174877322019,14.904662097423554,3.1459488287790647,0.13604665,0.005810052675471271,0.8767055813680467,0.3556367755267039,1.0085
13930,6P9OI6,HGELM,AUG,0.7959999999999999,-2.016,5.804,2.206,1.659,1.624711079,0.30295358649789034,2.0,0.1211,19960223,7558,2.399,4.082,0.0,810.327689554301,14.89976807667988,3.1342952204368943,0.1220688,0.005721301273971479,0.8211835081254724,0.36140184447503476,1.008
13931,NCA751,HGELM,AUG,0.7960999999999999,-2.115,6.266,4.579,1.647,1.616714507,0.30576806314511235,2.0,0.07838,19960301,7634,3.499,4.39,0.0,1017.53650553195,15.089173721410209,3.3066187785908547,0.08288685000000001,0.0060989685844133204,1.011469607002374,0.25883801862375455,1.0575
13932,T6EHAC,HGELM,AUG,0.7975,-2.016,6.375,4.6049999999999995,1.649,1.622625114,0.30442692540933897,2.0,0.08319,19960301,7639,3.5,4.196,0.0,1068.60356783016,15.12951897611444,3.137612200318711,0.08385552,0.006577964948180507,1.1894575427633276,0.22895496737949828,1.008
13933,V0QX15,HGELM,AUG,0.7959999999999999,-2.017,6.382,4.732,1.649,1.620687458,0.30460885385081865,2.0,0.08111,19960301,7640,3.501,4.2,0.0,1070.21851357736,15.130480384304175,3.1450840737642833,0.081799435,0.00657574015334605,1.191380957345031,0.2288686991251213,1.0085
13934,D0HGBA,HGELM,AUG,0.7956,-2.017,6.395,4.503,1.647,1.618857043,0.30522161505768064,2.0,0.08664,19960301,7641,3.5,4.204,0.0,1085.54669066582,15.143683807257318,3.14803656615767,0.08737643999999999,0.006617393497408644,1.2109060564462564,0.22236589411062052,1.0085
